Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP001536,1,1,1,0,0,0.492875696,0,0.8552822,0.358974359,0,0.5,1
LP001541,1,1,0.333333333,0,0,0.072356215,0,0.218523878,0.743589744,1,0,1
LP001543,1,1,0.333333333,0,0,0.116116265,0,0.257597685,0.743589744,1,1,1
LP001546,1,0,0,0,0,0.035003092,0.0499916,0.160636758,0.743589744,1,0,1
LP001552,1,1,0,0,0,0.054829932,0.13499892,0.356005789,0.743589744,1,0.5,1
LP001560,1,1,0,1,0,0.021187384,0.0249838,0.128798842,0.743589744,1,0.5,1
LP001562,1,1,0,0,0,0.096264688,0,0.384949349,0.743589744,1,1,0
LP001565,1,1,0.333333333,0,0,0.036351268,0.030719754,0.162083936,0.743589744,0,0.5,0
LP001570,1,1,0.666666667,0,0,0.049684601,0.034727722,0.215629522,0.743589744,1,0,1
LP001572,1,1,0,0,0,0.113457019,0,0.095513748,0.358974359,1,1,1
LP001574,1,1,0,0,0,0.043995053,0.075983392,0.250361795,0.743589744,1,0,1
LP001577,0,1,0,0,0,0.054829932,0,0.149059334,0.743589744,1,0,0
LP001578,1,1,0,0,0,0.028311688,0.07999136,0.17366136,0.743589744,1,0,1
LP001579,1,0,0,0,0,0.025813234,0,0.078147612,1,0,0.5,0
LP001580,1,1,0.666666667,0,0,0.097093383,0,0.276410999,0.743589744,1,0.5,1
LP001581,1,1,0,1,0,0.020655535,0.04245566,0.124457308,0.743589744,1,0,1
LP001585,1,1,1,0,0,0.638379716,0,1,0.615384615,1,1,1
LP001586,1,1,1,1,0,0.041706865,0,0.104196816,0.358974359,1,0,0
LP001594,1,1,0,0,0,0.068744589,0.13499892,0.257597685,0.743589744,1,0.5,1
LP001603,1,1,0,1,1,0.05187384,0.017663859,0.112879884,0.743589744,1,0.5,0
LP001606,1,1,0,0,0,0.04139765,0.047135623,0.154848046,0.743589744,1,0,1
LP001608,1,1,0.666666667,0,0,0.023438466,0.038855689,0.133140376,0.743589744,1,0,1
LP001610,1,1,1,0,0,0.066369821,0.27119783,0.703328509,0.743589744,0,0.5,0
LP001616,1,1,0.333333333,0,0,0.044526902,0,0.154848046,0.743589744,1,0.5,1
LP001630,1,0,0,1,0,0.027000618,0.034823721,0.134587554,1,0,1,0
LP001633,1,1,0.333333333,0,0,0.077303649,0.173998608,0.247467438,0.743589744,0,1,0
LP001634,1,0,0,0,0,0.021842919,0.121511028,0.083936324,0.743589744,1,0,0
LP001636,1,1,0,0,0,0.055040198,0,0.092619392,0.358974359,1,0.5,1
LP001637,1,1,0.333333333,0,0,0.4167718,0,0.363241679,0.743589744,1,0.5,0
LP001639,0,1,0,0,0,0.042980829,0,0.143270622,0.743589744,1,0.5,1
LP001640,1,1,0,0,1,0.482337662,0.113999088,0.160636758,0.743589744,1,0.5,1
LP001641,1,1,0.333333333,0,1,0.025083488,0,0.082489146,0.615384615,0,0,0
LP001643,1,1,0,0,0,0.027619048,0.05131159,0.070911722,0.743589744,1,0,1
LP001644,1,1,0,0,1,0.006481138,0.127102983,0.230101302,0.743589744,1,0,1
LP001647,1,1,0,0,0,0.113518862,0,0.259044863,0.358974359,1,0,1
LP001653,1,0,0,1,0,0.058565244,0,0.056439942,0.743589744,1,0,1
LP001656,1,0,0,0,0,0.146567718,0,0.22431259,0.743589744,1,0.5,0
LP001657,1,1,0,1,0,0.072764378,0,0.218523878,0.743589744,1,1,0
LP001658,1,0,0,0,0,0.045862709,0,0.096960926,0.743589744,1,0.5,1
LP001664,1,0,0,0,0,0.049981447,0,0.160636758,0.743589744,1,0,1
LP001665,1,1,0.333333333,0,0,0.036796537,0.061991504,0.232995658,0.743589744,1,0.5,0
LP001666,1,0,0,0,0,0.101212121,0.08999928,0.257597685,0.743589744,1,0,1
LP001669,0,0,0,1,0,0.021731602,0.056759546,0.160636758,0.743589744,1,1,1
LP001671,0,1,0,0,0,0.040395795,0.067583459,0.150506512,0.743589744,1,0.5,1
LP001673,1,0,0,0,1,0.134199134,0,0.107091172,0.743589744,1,1,0
LP001674,1,1,0.333333333,1,0,0.03030303,0.05999952,0.117221418,0.743589744,1,0.5,1
LP001677,1,0,0.666666667,0,0,0.05903525,0,0.227206946,0.743589744,0,0.5,1
LP001682,1,1,1,1,0,0.047520099,0,0.172214182,0.358974359,1,1,0
LP001688,1,1,0.333333333,1,0,0.041434756,0.025991792,0.182344428,0.743589744,1,1,1
LP001691,1,1,0.666666667,1,0,0.046592455,0,0.16642547,0.743589744,1,0.5,1
LP001692,0,0,0,1,0,0.05266543,0,0.160636758,0.743589744,1,0.5,1
LP001693,0,0,0,0,0,0.038268398,0,0.102749638,0.743589744,1,1,1
LP001698,1,0,0,1,0,0.047309833,0.060743514,0.066570188,0.743589744,1,0,1
LP001699,1,0,0,0,0,0.028806432,0,0.0723589,0.743589744,1,1,1
LP001702,1,0,0,0,0,0.040420532,0,0.170767004,0.743589744,1,0.5,0
LP001708,0,0,0,0,0,0.12183055,0,0.296671491,0.743589744,1,0.5,0
LP001711,1,1,1,0,0,0.040568955,0.02999976,0.172214182,0.743589744,0,0.5,0
LP001713,1,1,0.333333333,0,1,0.094458874,0,0.334298119,0.743589744,1,1,1
LP001715,1,1,1,1,1,0.068682746,0,0.175108538,0.743589744,1,0,1
LP001716,1,1,0,0,0,0.037390229,0.07250342,0.185238784,0.743589744,1,1,1
LP001720,1,1,1,1,0,0.04576376,0.023591811,0.131693198,0.743589744,1,0.5,1
LP001722,1,1,0,0,0,0,0.043199654,0.182344428,0.743589744,1,0,0
LP001726,1,1,0,0,0,0.044242424,0.042599659,0.176555716,0.743589744,1,0.5,1
LP001732,1,1,0.666666667,0,0,0.059987631,0,0.091172214,0.743589744,0,0.5,0
LP001734,0,1,0.666666667,0,0,0.051119357,0.057191542,0.170767004,0.743589744,1,0.5,1
LP001736,1,1,0,0,0,0.025615337,0,0.073806078,0.743589744,0,1,0
LP001743,1,1,0.666666667,0,0,0.047730365,0.04120767,0.154848046,0.743589744,1,0.5,1
LP001744,1,0,0,0,0,0.034891775,0.066983464,0.19536903,0.743589744,1,0.5,1
LP001749,1,1,0,0,0,0.09187384,0.024239806,0.240231548,0.743589744,1,0.5,1
LP001750,1,1,0,0,0,0.075448361,0,0.172214182,0.743589744,1,0.5,1
LP001751,1,1,0,0,0,0.03834261,0,0.232995658,0.743589744,1,0,0
LP001754,1,1,0,1,1,0.056709957,0,0.186685962,0.743589744,1,1,0
LP001758,1,1,0.666666667,0,0,0.075448361,0.040679675,0.290882779,0.743589744,1,0.5,1
LP001760,1,1,0,0,0,0.056994434,0,0.215629522,1,1,0.5,1
LP001761,1,0,0,0,1,0.077303649,0,0.276410999,0.743589744,1,0,1
LP001765,1,1,0.333333333,0,0,0.028954855,0.049295606,0.13748191,0.743589744,1,0.5,1
LP001768,1,1,0,0,0,0.04410637,0,0.047756874,0.358974359,1,0,1
LP001770,1,0,0,1,0,0.037588126,0.062351501,0.160636758,0.743589744,1,0,1
LP001776,0,0,0,0,0,0.101212121,0,0.392185239,0.743589744,1,0.5,1
LP001778,1,1,0.333333333,0,0,0.037167594,0.042695658,0.189580318,0.743589744,1,0.5,1
LP001784,1,1,0.333333333,0,0,0.066171923,0.030239758,0.232995658,0.743589744,1,0,1
LP001786,1,1,0,0,0,0.069214595,0,0.356005789,0.743589744,1,1,0
LP001788,0,0,0,0,1,0.040977118,0,0.163531114,0.743589744,1,1,1
LP001790,0,0,0.333333333,0,0,0.045293754,0,0.149059334,0.743589744,1,0,1
LP001792,1,1,0.333333333,0,0,0.039146568,0,0.125904486,0.743589744,1,0.5,1
LP001798,1,1,0.666666667,0,0,0.070117502,0.11999904,0.160636758,0.743589744,1,0,1
LP001800,1,1,0.333333333,1,0,0.029189858,0.047591619,0.189580318,0.358974359,1,1,0
LP001806,1,0,0,0,0,0.034817563,0.136822905,0.211287988,0.102564103,1,1,1
LP001807,1,1,0.666666667,0,1,0.075448361,0.03119975,0.143270622,0.743589744,1,0,1
LP001811,1,1,0,1,0,0.040272109,0.106007152,0.164978292,0.743589744,1,0.5,1
LP001813,1,0,0,0,1,0.072974644,0.103991168,0.160636758,0.358974359,1,1,0
LP001814,1,1,0.666666667,0,0,0.118157081,0,0.149059334,0.743589744,1,1,1
LP001819,1,1,0.333333333,1,0,0.079876314,0,0.185238784,0.358974359,1,1,1
LP001824,1,1,0.333333333,0,0,0.033790971,0.044231646,0.164978292,1,1,0.5,1
LP001825,1,1,0,0,0,0.020519481,0.044831641,0.117221418,0.743589744,1,1,1
LP001835,1,1,0,1,0,0.01877551,0.093359253,0.277858177,0.743589744,0,0.5,0
LP001836,0,0,0.666666667,0,0,0.040531849,0,0.186685962,0.743589744,1,1,0
LP001841,1,0,0,1,1,0.030092764,0.052007584,0.13748191,0.743589744,1,0,1
LP001843,1,1,0.333333333,1,0,0.031057514,0.170422637,0.390738061,0.358974359,1,0.5,1
LP001844,1,0,0,0,1,0.199134199,0,0.264833575,0.743589744,0,1,0
LP001846,0,0,1,0,0,0.036277056,0,0.356005789,0.743589744,1,0,1
LP001849,1,0,0,1,0,0.072912801,0,0.153400868,0.743589744,0,0,0
LP001854,1,1,1,0,0,0.063079777,0,0.12301013,0.743589744,1,1,0
LP001859,1,1,0,0,0,0.179752628,0.050399597,0.426917511,0.743589744,1,0,0
LP001864,1,1,1,1,0,0.059134199,0,0.172214182,0.743589744,1,0.5,0
LP001865,1,1,0.333333333,0,0,0.073382808,0.101999184,0.464544139,0.743589744,1,1,1
LP001868,1,0,0,0,0,0.023623995,0.053015576,0.18089725,0.743589744,1,0.5,1
LP001870,0,0,0.333333333,0,0,0.041199753,0,0.211287988,0.051282051,1,0.5,0
LP001871,0,0,0,0,0,0.087198516,0,0.160636758,0.743589744,1,0,1
LP001872,1,0,0,0,1,0.062040816,0,0.172214182,0.743589744,1,0.5,1
LP001875,1,0,0,0,0,0.048794063,0.082727338,0.205499276,0.743589744,1,0,1
LP001877,1,1,0.666666667,0,0,0.056376005,0.033287734,0.204052098,0.743589744,1,0.5,1
LP001882,1,1,1,0,0,0.051737786,0.043463652,0.218523878,0.743589744,0,1,1
LP001883,0,0,0,0,0,0.040420532,0,0.182344428,0.743589744,1,0,0
LP001884,0,0,0.333333333,0,0,0.033716759,0.0374397,0.117221418,0.743589744,1,1,1
LP001888,0,0,0,0,0,0.038181818,0,0.030390738,0.743589744,1,1,1
LP001891,1,1,0,0,0,0.136004947,0,0.183791606,0.743589744,1,1,1
LP001892,1,0,0,0,0,0.03318491,0.044567643,0.169319826,0.743589744,1,0,1
LP001894,1,1,0,0,0,0.030550402,0.053351573,0.204052098,0.743589744,1,0.5,1
LP001896,1,1,0.666666667,0,0,0.046382189,0,0.117221418,0.743589744,1,0.5,1
LP001900,1,1,0.333333333,0,0,0.032158318,0.044207646,0.153400868,0.743589744,1,0.5,1
LP001903,1,1,0,0,0,0.047532468,0.078575371,0.286541245,0.743589744,1,0.5,1
LP001904,1,1,0,0,0,0.036524428,0.03119975,0.102749638,0.743589744,1,1,1
LP001907,1,1,0,0,0,0.17851577,0,0.617945007,0.743589744,1,0.5,1
LP001908,0,1,0,1,0,0.048855906,0,0.16642547,0.743589744,1,0,1
LP001910,1,0,0.333333333,1,1,0.048274583,0.058223534,0.215629522,0.743589744,0,1,0
LP001914,1,1,0,0,0,0.046716141,0.019199846,0.149059334,0.743589744,1,0.5,1
LP001915,1,1,0.666666667,0,0,0.026604824,0.02365901,0.099855282,0.358974359,1,1,1
LP001917,0,0,0,0,0,0.020544218,0.03998368,0.06512301,0.743589744,1,1,1
LP001922,1,1,0,0,0,0.253766234,0,0.172214182,0.743589744,1,0,0
LP001924,1,0,0,0,0,0.0372047,0.073271414,0.11577424,0.743589744,1,0,1
LP001925,0,0,0,0,1,0.03030303,0.04120767,0.13024602,0.615384615,1,0.5,0
LP001926,1,1,0,0,0,0.043957947,0.047999616,0.160636758,0.743589744,1,0,1
LP001931,0,0,0,0,0,0.049152752,0,0.153400868,0.743589744,1,0.5,1
LP001935,1,0,0,0,0,0.115745207,0,0.257597685,0.743589744,1,0,1
LP001936,1,1,0,0,0,0.036178108,0.057983536,0.18813314,0.743589744,1,0,1
LP001938,1,1,0.666666667,0,0,0.052566481,0,0.170767004,0.743589744,0,0.5,0
LP001940,1,1,0.666666667,0,0,0.037142857,0.0374397,0.18089725,0.743589744,1,1,1
LP001945,0,0,0,0,0,0.065145331,0,0.193921852,1,0,1,0
LP001947,1,1,0,0,0,0.027619048,0.08001536,0.235890014,0.743589744,1,0.5,1
LP001949,1,1,1,0,0,0.052764378,0.02999976,0.146164978,0.743589744,1,1,1
LP001953,1,1,0.333333333,0,0,0.083178726,0,0.276410999,0.743589744,1,0.5,1
LP001954,0,1,0.333333333,0,0,0.055856524,0,0.182344428,0.743589744,1,1,1
LP001955,0,0,0,0,0,0.059987631,0.060983512,0.205499276,1,1,0,0
LP001963,1,1,0.333333333,0,0,0.02305504,0.070199438,0.150506512,0.743589744,1,1,0
LP001964,1,1,0,1,0,0.020408163,0.070415437,0.121562952,0.743589744,0,1,0
LP001972,1,1,0,1,0,0.033704391,0.041999664,0.138929088,0.743589744,1,0.5,1
LP001974,0,0,0,0,0,0.059987631,0,0.178002894,0.743589744,1,0,1
LP001977,1,1,0.333333333,0,0,0.018243661,0.043271654,0.125904486,0.743589744,1,1,1
LP001978,1,0,0,0,0,0.047619048,0.05999952,0.189580318,0.743589744,1,0,1
LP001990,1,0,0,1,0,0.02288188,0,0.172214182,0.743589744,1,1,0
